342.5183967	344
343.4950328	344
344.0031105	344
344.3622917	345
344.6457693	345
344.8828925	345
345.0885361	345
345.2713319	345
345.4367564	346
345.5885138	346
345.7292325	346
345.860849	346
345.9848337	346
346.1023314	346
346.2142519	346
346.3213316	346
346.4241756	347
346.5232878	347
346.6190933	347
346.711954	347
346.8021814	347
346.8900461	347
346.9757847	347
347.0596059	347
347.1416951	347
347.2222181	347
347.3013242	347
347.3791485	347
347.4558139	347
347.5314334	347
347.6061108	347
347.6799426	347
347.7530185	347
347.8254226	347
347.8972344	348
347.9685289	348
348.039378	348
348.1098505	348
348.1800125	348
348.2499286	348
348.3196614	348
348.3892728	348
348.4588235	348
348.5283743	348
348.5979857	348
348.6677185	348
348.7376345	349
348.8077966	349
348.878269	349
348.9491181	349
349.0204127	349
349.0922245	349
349.1646286	349
349.2377045	349
349.3115362	349
349.3862137	349
349.4618331	349
349.5384986	350
349.6163228	350
349.6954289	350
349.775952	350
349.8580412	350
349.9418624	350
350.027601	350
350.1154656	350
350.2056931	350
350.2985538	350
350.3943592	351
350.4934715	351
350.5963155	351
350.7033952	351
350.8153157	351
350.9328134	351
351.0567981	351
351.1884146	351
351.3291333	351
351.4808907	352
351.6463152	352
351.8291109	352
352.0347546	352
352.2718777	352
352.5553554	352
352.9145365	353
353.4226143	353
354.3992504	356
